ID,총 투자금(억원),가치대비매출,직원 수,총투자금당직원수,직원당매출,SNS 팔로워 수(백만명),고객당매출,투자수익비,연매출(억원),고객수(백만명),설립연도,기업나이,투자단계,기업가치(백억원),성공확률
TRAIN_1579,0.4684262806868171,0.0089038407954032,0.1982775886240737,0.0007803275444457,0.0007924797611391,0.2,0.0064954246225352,0.0003851848927991,0.0871708305199189,0.173469387755102,0.9090909090909064,0.0909090909090909,0.75,0.7222222222222223,0.1
TRAIN_3745,0.1708528451823471,0.0085794109615242,0.8081313839375125,0.0086803196810348,0.0001529020496029,0.6000000000000001,0.0015242269691466,0.0008314105318062,0.0686698176907494,0.6020408163265305,0.9090909090909064,0.0909090909090909,0.5,0.4444444444444445,0.1
TRAIN_0513,0.4095359727543635,0.0009113946832726,0.712998197476467,0.003211014238623,0.0012735357541996,0.2,0.008976673713779,0.0025464286846029,0.5054017555705603,0.7551020408163265,1.0,0.0,0.5,0.4444444444444445,0.1
TRAIN_0658,0.6961827728111253,0.0011888107481705,0.6274784698578009,0.0016632030625852,0.0008836098342145,0.2,0.0051341324158809,0.0009154098430522,0.3085077650236327,0.8061224489795917,0.7272727272727337,0.2727272727272727,0.75,0.2222222222222222,0.1
TRAIN_0694,0.8762594011636157,0.0013459109819633,0.890646905667935,0.0018762781983427,0.0005631189730077,0.2,0.0079194869477017,0.0006579102815131,0.2791357191087103,0.4693877551020408,0.6363636363636402,0.3636363636363636,0.0,0.2222222222222222,0.1
TRAIN_1319,0.3419894990776216,0.0005782183547194,0.4939564128475725,0.0026625867894876,0.0026199675924204,0.876,0.0195196719870242,0.0043441537587055,0.7206617150573935,0.4919829842931936,0.2272727272727337,0.7727272727272727,0.5,0.476429376144205,0.1
TRAIN_2336,0.1126720590322123,0.001817913862512,0.7796915681954736,0.0126377442377187,0.000876534952657,0.4,0.0099419797100672,0.0068979318704673,0.3803511141120864,0.510204081632653,0.0,1.0,0.0,0.7222222222222223,0.1
TRAIN_2357,0.7684120902511707,0.0015268588544759,0.4410174243941518,0.0010583096180797,0.0013674376015357,0.2,0.0059600571834073,0.0009023168411956,0.3356515867656988,0.7551020408163265,0.0909090909090934,0.9090909090909092,0.5,0.4444444444444445,0.1
TRAIN_3260,0.441322548602242,0.0003359078807201,0.3398758261566192,0.0014203481597302,0.0037903101685707,1.0,0.0106241735133813,0.0033566733653449,0.7178933153274814,0.9081632653061223,0.681818181818187,0.3181818181818182,1.0,0.2222222222222222,0.1
TRAIN_0874,0.4071235986944799,0.0002027003234739,0.6180652914079712,0.0027998970820791,0.0017531017724333,0.8380000000000001,0.0163378656231257,0.0030566448269282,0.6031735313977041,0.4919829842931936,0.2272727272727337,0.7727272727272727,0.75,0.0,0.1
TRAIN_1135,0.2288917269760181,0.0009164599474166,0.9054676547166032,0.00727617271851,0.0004985595660086,1.0,0.0034442184433173,0.0022609839361348,0.2512491559756921,0.9795918367346936,0.8181818181818272,0.1818181818181818,0.25,0.0,0.1
TRAIN_2734,0.7831701433234001,0.0029985570818568,0.3989585419587422,0.0009390674827356,0.0008683334653573,0.81,0.0034650683872673,0.0005080328495771,0.1926401080351114,0.7448979591836734,0.5,0.5,0.25,0.476429376144205,0.1
TRAIN_2766,0.8422023556123173,0.0005241951823457,0.417184057680753,0.0009130452134903,0.0031877686698571,0.4,0.0102767571431311,0.0018172220769822,0.7407832545577312,0.9693877551020408,0.4545454545454532,0.5454545454545454,1.0,0.4444444444444445,0.1
TRAIN_0279,0.0476798637718178,0.0001509262795275,0.4978970558782295,0.0187072745428964,0.002421088104574,0.6000000000000001,0.0218275409087374,0.0281756681876893,0.6712356515867656,0.4081632653061224,0.5909090909090935,0.409090909090909,0.25,0.0,0.1
TRAIN_0637,0.1901518376614162,0.0006110162692503,0.8618065291407971,0.0083248559773235,0.0013983067139091,0.2,0.0688335563147275,0.0072455058643367,0.6707629979743416,0.1224489795918367,0.4545454545454532,0.5454545454545454,0.75,0.4444444444444445,0.1
TRAIN_0004,0.1159358592308783,0.000157623566846,0.3933506909673543,0.0062041708515909,0.003019311855708,0.2,0.0093728028128264,0.0116563785863289,0.6615800135043889,0.9489795918367346,0.863636363636374,0.1363636363636363,0.0,0.0,0.1
TRAIN_0090,0.5339860933730666,0.0019657729238179,0.826957740837172,0.0028579516019409,0.0007725813112294,0.0,0.0048776364179452,0.001375183793968,0.3555705604321404,0.9795918367346936,0.5909090909090935,0.409090909090909,0.0,0.7222222222222223,0.1
TRAIN_2022,0.1173549027955158,0.0028192798117012,0.5645904265972361,0.0087941476779084,0.0003123667271784,0.4,0.0438381534500114,0.0017144998070531,0.0979068197164078,0.0204081632653061,0.0,1.0,0.0,0.0,0.1
TRAIN_1715,0.4089683553285085,0.0019646997101636,0.0336471059483276,0.0001514905872444,0.014606322009249,0.442,0.0065614732370591,0.0014166375365583,0.2806212018906144,0.5714285714285714,0.7272727272727337,0.2727272727272727,0.5,0.476429376144205,0.1
TRAIN_3487,0.4962395345537108,0.0011887353236417,0.6272781894652513,0.0023322177784461,0.0019169815211905,0.8,0.0343379620177703,0.0027846258942725,0.6694125590817015,0.2551020408163265,0.863636363636374,0.1363636363636363,0.5,1.0,0.1
TRAIN_3366,0.2332907620263942,0.002316390547791,0.7931103544962947,0.0062542912472527,0.0006977683135208,0.6000000000000001,0.011739248552026,0.0027183669211486,0.3079675894665766,0.346938775510204,0.5909090909090935,0.409090909090909,0.0,0.7222222222222223,0.1
TRAIN_3523,0.7367674187597559,0.0024724537208546,0.4939564128475725,0.0012366429566075,0.0008343557112807,0.776,0.0062109439890625,0.000642712162033,0.2292370020256583,0.4919829842931936,0.5454545454545467,0.4545454545454545,0.5,0.476429376144205,0.1
TRAIN_1317,0.8444728253157372,0.0031279852081865,0.697176046465051,0.0015234538607274,0.0003456361112675,0.722,0.0036307550353494,0.0003274820165906,0.1339635381498987,0.4919829842931936,0.681818181818187,0.3181818181818182,0.0,0.2222222222222222,0.1
TRAIN_0606,0.4563644103873989,0.0005303820917712,0.767875025035049,0.0031041553449444,0.0008593896028563,0.4,0.0144090609648263,0.0016614071276425,0.3672518568534774,0.336734693877551,0.7727272727272805,0.2272727272727272,0.75,0.0,0.1
TRAIN_1730,0.2315879097488292,0.0017920803932065,0.0568796314840777,0.0004547606307759,0.0148418687675811,0.2,0.0227205092467795,0.004237635986824,0.4769074949358541,0.2755102040816326,0.0,1.0,0.75,1.0,0.1
TRAIN_0139,0.5693202781325386,0.0026394504067958,0.8201482074904867,0.0026587219042424,0.0004737683943916,0.55,0.0125565777243212,0.0007846031808804,0.2162052667116812,0.2244897959183673,0.1818181818181869,0.8181818181818182,0.25,0.476429376144205,0.1
TRAIN_3859,0.9334468568185044,0.0057295625821025,0.9737632685760064,0.0019258680855234,0.0001399908044111,0.8,0.0011695857476117,0.0001675324437152,0.075894665766374,0.8673469387755102,0.681818181818187,0.3181818181818182,0.0,0.2222222222222222,0.1
TRAIN_4348,0.2252022137079608,8.282565859760887e-05,0.5519727618666133,0.0045090479865712,0.0025645311219415,0.6000000000000001,0.0123524213430915,0.0071974106126489,0.788183659689399,0.8571428571428571,0.2272727272727337,0.7727272727272727,0.5,0.0,0.1
TRAIN_4315,0.8149567191712785,0.0003271292265567,0.4598437812938113,0.0010404182233927,0.0018941213869091,0.8,0.0067247856728713,0.0012292699063515,0.4849426063470627,0.9693877551020408,0.4090909090909065,0.5909090909090909,0.25,0.0,0.1
TRAIN_3768,0.3798779622534411,0.0008483532391436,0.8796314840777087,0.0042697929252684,0.0011278290076819,0.246,0.0210395400542032,0.0029984350355912,0.5521944632005401,0.346938775510204,0.6363636363636402,0.3636363636363636,1.0,0.476429376144205,0.1
TRAIN_0334,0.6744714062721725,0.0014774900218596,0.8870418586020429,0.0024277596379946,0.0007238977775832,0.458,0.0198733609808321,0.0010945729433551,0.3573936529372046,0.2346938775510204,0.681818181818187,0.3181818181818182,0.25,0.476429376144205,0.1
TRAIN_1527,0.2647935291613452,0.0005560227558894,0.8459843781293811,0.0058818825044194,0.0011359901442359,0.4,0.0254814127581046,0.0041599798027891,0.5349088453747467,0.2755102040816326,0.681818181818187,0.3181818181818182,0.5,0.2222222222222222,0.1
TRAIN_2649,0.1761033063715056,0.0005772629415947,0.0586821550170238,0.0006169371394396,0.0210061722720574,0.8460000000000001,0.0188613672220797,0.0081161626357503,0.6963538149898716,0.4919829842931936,0.681818181818187,0.3181818181818182,0.5,0.4444444444444445,0.1
TRAIN_1330,0.7657159074783596,0.0009005890139703,0.8752253154416182,0.0021100163027092,0.0010467517682385,0.2,0.0101407999269298,0.0013756990106116,0.5099257258609047,0.673469387755102,0.9090909090909064,0.0909090909090909,1.0,0.4444444444444445,0.1
TRAIN_0634,0.834113807293884,0.0282717263454233,0.6294812737832965,0.0013923817882962,6.010347578831651e-05,0.0,0.0005346333097546,5.1223776118628594e-05,0.0207967589466576,0.520408163265306,0.681818181818187,0.3181818181818182,1.0,0.4444444444444445,0.1
TRAIN_4092,0.6914999290478218,0.0006844990579826,0.9911876627278188,0.0026462739255455,0.0011256887692395,0.448,0.0168224510750987,0.0018552023002017,0.6210668467251856,0.4919829842931936,1.0,0.0,0.25,0.4444444444444445,0.1
TRAIN_0819,0.5002128565346956,0.0303541601448793,0.6639295013018225,0.0024489691624615,5.490148662445399e-05,0.548,0.0005458657618455,8.376848112715151e-05,0.0200540175557056,0.4919829842931936,0.863636363636374,0.1363636363636363,0.25,0.476429376144205,0.1
TRAIN_2808,0.7161912870725131,0.0199680069958313,0.7117965151211696,0.0018342571674441,9.932476730389224e-05,0.666,0.0010633664520657,0.0001129872700068,0.0391627278865631,0.4919829842931936,0.4090909090909065,0.5909090909090909,1.0,0.7222222222222223,0.1
TRAIN_1301,0.8527032779906343,0.000428443346694,0.0606849589425195,0.0001289448785738,0.0244286025856589,0.136,0.0226740489857167,0.0020283613769489,0.8371370695476029,0.4919829842931936,0.9090909090909064,0.0909090909090909,0.25,0.4444444444444445,0.1
TRAIN_4350,0.1081311196253725,0.0016035094766729,0.1015421590226316,0.0017244637424873,0.0074330440238914,0.8,0.0061894542205657,0.0079889580545692,0.4230925050641458,0.9183673469387754,0.1363636363636402,0.8636363636363636,0.5,0.7222222222222223,0.1
TRAIN_3764,0.0296580105009223,0.0002197074377629,0.0430602843981574,0.0025975210550815,0.0238573193773742,0.948,0.0158112218111701,0.0385908360031551,0.5837272113436867,0.4919829842931936,0.5454545454545467,0.4545454545454545,1.0,0.0,0.1
TRAIN_0572,0.2327231446005392,0.0003820355449015,0.6447025836170639,0.005096886222534,0.0012438409883087,0.2,0.0313462816226129,0.0039469423082826,0.4463200540175557,0.183673469387755,0.2272727272727337,0.7727272727272727,0.5,0.0,0.1
TRAIN_2684,0.5207889882219384,0.0016625342676611,0.2597636691367915,0.0009196086937418,0.0010788625388704,1.0,0.00351958866275,0.0006184792393519,0.1558406482106684,0.5918367346938775,0.5,0.5,0.0,0.0,0.1
TRAIN_2879,0.2679154250035476,0.0008617766756423,0.6324854796715401,0.0043470573623917,0.0019646615514995,0.6000000000000001,0.0318109539058616,0.0053163508572082,0.6917623227548952,0.2857142857142857,0.1818181818181869,0.8181818181818182,0.75,0.7222222222222223,0.1
TRAIN_2363,0.7052646516248049,0.0003364532332263,0.8582014820749049,0.0022462471075966,0.0015015594676144,1.0,0.0113747707194482,0.0021008398198499,0.7172856178257933,0.846938775510204,0.681818181818187,0.3181818181818182,1.0,0.2222222222222222,0.1
TRAIN_0793,0.3842769973038172,0.0037550247101461,0.7820949329060685,0.0037530310070736,0.0004565465382742,0.8,0.0073653717126384,0.0010676793581574,0.1986495611073598,0.3571428571428571,0.5454545454545467,0.4545454545454545,0.0,0.7222222222222223,0.1
TRAIN_2306,0.4284092521640414,0.0012651198935656,0.3434808732225115,0.0014786592422511,0.0026874460113291,0.0,0.0167241927561135,0.002477172018903,0.514247130317353,0.4081632653061224,0.0,1.0,0.75,0.7222222222222223,0.1
TRAIN_3414,0.2172555697459912,0.0004811288211264,0.5207290206288804,0.0044085750328766,0.0026942256464179,0.8,0.0162670178174409,0.0073929426192164,0.7812288993923024,0.6428571428571428,0.0909090909090934,0.9090909090909092,0.0,0.4444444444444445,0.1
TRAIN_4126,0.0715197956577266,0.0013352065593796,0.1251752453434808,0.0031868897579976,0.005353369205854,0.8,0.0078047199916201,0.0106213135009556,0.374881836596894,0.6428571428571428,0.1818181818181869,0.8181818181818182,1.0,0.4444444444444445,0.1
TRAIN_3673,0.4139350078047396,0.0006545615996076,0.1732425395553775,0.0007716948486561,0.0068548093224674,0.808,0.0316010405643478,0.0033068925205279,0.663470627954085,0.2755102040816326,0.7727272727272805,0.2272727272727272,0.5,0.476429376144205,0.1
TRAIN_0888,0.5423584504044274,0.0189861620526208,0.0414580412577608,0.0001397685165811,0.0006762940075085,0.564,0.0004142048088565,5.8599127729888e-05,0.0151924375422012,0.4919829842931936,0.8181818181818272,0.1818181818181818,0.5,0.0,0.1
TRAIN_2850,0.3032496097630197,0.0007380716734636,0.7684758662126977,0.0046687819505129,0.0014271658468338,0.862,0.008648059657425,0.004148107770071,0.6104659014179608,0.9489795918367346,0.4545454545454532,0.5454545454545454,1.0,0.476429376144205,0.1
TRAIN_4132,0.3977579111678728,0.0014268743867631,0.5776086521129581,0.0026780692390097,0.0014501632535629,0.936,0.0126294154472715,0.0024185831527052,0.4662390276839973,0.4919829842931936,0.9545454545454533,0.0454545454545454,1.0,0.7222222222222223,0.1
TRAIN_4206,0.2439335887611749,0.0007666948997083,0.4939564128475725,0.0037273758018476,0.0021604387310059,0.844,0.0160946585849656,0.0050131757406054,0.5941931127616474,0.4919829842931936,0.9090909090909064,0.0909090909090909,0.75,0.476429376144205,0.1
TRAIN_0708,0.3986093373066553,0.0005737594708734,0.5157220108151411,0.0023860228496934,0.00243457599721,0.6000000000000001,0.0125873514108426,0.0036179848066789,0.6991222147197839,0.7448979591836734,0.5454545454545467,0.4545454545454545,0.25,0.4444444444444445,0.1
TRAIN_2612,0.1854689938981126,0.0091567849376581,0.4157820949329061,0.0041195590057542,0.0002901227355664,0.4679999999999999,0.0018112738100166,0.0007453917707385,0.0667792032410533,0.4919829842931936,0.4545454545454532,0.5454545454545454,0.75,0.476429376144205,0.1
TRAIN_2740,0.6835532850858521,0.0004437802692115,0.3294612457440417,0.0008884312402464,0.0044657913461765,0.2,0.0112598255748809,0.0024779969261741,0.8200540175557055,0.9795918367346936,0.6363636363636402,0.3636363636363636,1.0,0.4444444444444445,0.1
TRAIN_0724,0.8444728253157372,0.0007769185894158,0.0698978569997997,0.0001504115744937,0.0149493234687072,0.802,0.015942882764159,0.0014399275662651,0.588588791357191,0.4919829842931936,0.6363636363636402,0.3636363636363636,1.0,0.476429376144205,0.1
TRAIN_1177,0.8212005108556832,0.0015146054265307,0.2363308632084919,0.0005294066125555,0.0026575968545639,0.6960000000000001,0.0064766757628347,0.0008806440371424,0.350101282916948,0.7244897959183673,0.5909090909090935,0.409090909090909,0.0,0.476429376144205,0.1
TRAIN_2670,0.718461756775933,0.0010642956519497,0.1520128179451232,0.0003887568022972,0.0026420104685423,0.2,0.0213930899799841,0.0006443535242401,0.2241053342336259,0.1326530612244897,0.5909090909090935,0.409090909090909,1.0,0.0,0.1
TRAIN_2561,0.1849013764722577,0.0007319356509877,0.9779691568195472,0.0097122256755383,0.0014295579274094,1.0,0.0154773410318912,0.0086414451919128,0.7781904118838622,0.673469387755102,0.2272727272727337,0.7727272727272727,1.0,0.7222222222222223,0.1
TRAIN_3328,0.6520505179509011,0.0006590748212716,0.2293210494692569,0.0006477601569887,0.0037360616253987,0.6000000000000001,0.0155410939800858,0.0015137059770869,0.4778528021607022,0.4081632653061224,0.1818181818181869,0.8181818181818182,0.0,0.2222222222222222,0.1
TRAIN_4314,0.4065559812686249,0.0007688212008079,0.1019427198077308,0.0004622568288797,0.0131417810728701,0.128,0.0203553533136343,0.003813256851548,0.75151924375422,0.4919829842931936,0.0909090909090934,0.9090909090909092,0.25,0.7222222222222223,0.1
TRAIN_1058,0.1573719313182914,0.3514483241445699,0.7310234328059283,0.0085185398594565,6.260788907388388e-07,0.398,4.592955113341013e-06,9.122611940755936e-06,6.75219446320054e-05,0.4919829842931936,0.2727272727272805,0.7272727272727273,0.5,0.0,0.1
TRAIN_2906,0.7894139350078048,0.0020407930043653,0.4939564128475725,0.0011540299419772,0.0009879409046846,0.108,0.0073556628303271,0.0007104161314893,0.2715057393652937,0.4919829842931936,0.5,0.5,0.5,0.476429376144205,0.1
TRAIN_0750,0.2765715907478359,0.0015051827034363,0.5021029441217705,0.0033438652068857,0.0012593917507392,0.7280000000000001,0.0095335544276852,0.0026222815135585,0.3519243754220121,0.4919829842931936,0.4090909090909065,0.5909090909090909,1.0,0.476429376144205,0.1
TRAIN_0646,0.3575989782886334,9.47315859613475e-05,0.6218706188664129,0.0032060978752728,0.0022093101309285,1.0,0.056677372572914,0.0044101930396067,0.7648885887913571,0.173469387755102,0.1818181818181869,0.8181818181818182,0.0,0.0,0.1
TRAIN_3793,0.0803178657584787,0.0006965500692536,0.2781894652513519,0.0062998843561543,0.0040987682724525,0.212,0.0565393809655183,0.0160663928822215,0.6357191087103308,0.1428571428571428,0.4090909090909065,0.5909090909090909,1.0,0.476429376144205,0.1
TRAIN_0131,0.0039733219809848,0.0025979484273313,0.8820348487883036,0.2881375591956232,0.0005664255600274,0.4,0.037148560308873,0.1017220693617614,0.2780553679945982,0.0918367346938775,0.0909090909090934,0.9090909090909092,1.0,0.7222222222222223,0.1
TRAIN_1831,0.414218816517667,0.0006409536146219,0.2912076907670739,0.0012964880484714,0.0041454930398647,0.9380000000000002,0.0280450514812951,0.0033520300795086,0.6729912221471978,0.3163265306122448,0.4090909090909065,0.5909090909090909,1.0,0.476429376144205,0.1
TRAIN_3221,0.334042855115652,0.0005782936173697,0.2912076907670739,0.0016072301865205,0.0042842951096779,0.2,0.0264983509082597,0.0042921242834166,0.6955435516542875,0.346938775510204,0.9545454545454533,0.0454545454545454,0.75,0.4444444444444445,0.1
TRAIN_0150,0.6951894423158791,0.0013684329560844,0.3745243340676948,0.0009932847772186,0.0018255258777015,0.04,0.0103125483995362,0.0011311761603876,0.3806887238352464,0.4919829842931936,0.4090909090909065,0.5909090909090909,1.0,0.476429376144205,0.1
TRAIN_2746,0.2077479778629204,0.0082474568300719,0.8942519527338273,0.0079119929095591,0.0002340813367829,0.6920000000000001,0.0031571413294587,0.0011571375508903,0.1164753544902093,0.4919829842931936,0.1363636363636402,0.8636363636363636,1.0,1.0,0.1
TRAIN_3213,0.0506598552575564,9.551542310863792e-05,0.8371720408572001,0.0296432662167015,0.0016382246394384,0.4,0.0169567883658223,0.0302165714177845,0.7634031060094529,0.6020408163265305,0.3181818181818272,0.6818181818181818,0.25,0.0,0.1
TRAIN_0515,0.1897261245920249,0.0019973402031652,0.5673943520929301,0.0054947742025173,0.0008763361062171,0.948,0.0074946382807043,0.0029986498723984,0.2766374071573261,0.4919829842931936,0.1818181818181869,0.8181818181818182,1.0,0.476429376144205,0.1
TRAIN_2382,0.7607492550021285,0.0006389270997814,0.3859403164430202,0.000935198020978,0.0030278927545179,1.0,0.0180790951074942,0.0017677263477521,0.650979068197164,0.4795918367346938,0.8181818181818272,0.1818181818181818,0.25,0.4444444444444445,0.1
TRAIN_3425,0.0147580530722293,0.0002725298812751,0.6310835169236931,0.0711175506445845,0.0015104371942851,0.968,0.0143720944500275,0.0668400457700398,0.5305874409182983,0.4919829842931936,0.1363636363636402,0.8636363636363636,0.75,0.0,0.1
TRAIN_2788,0.3662551440329218,0.0005017769594492,0.411175645904266,0.002069990314463,0.0034434387488702,0.768,0.1169037096268407,0.0044405138281012,0.788723835246455,0.0816326530612244,0.0909090909090934,0.9090909090909092,0.25,0.476429376144205,0.1
TRAIN_1226,0.3886760323541932,0.0021834286542855,0.8978569997997196,0.0042599282405803,0.0006492410834234,0.8,0.009204302422667,0.0017228239453881,0.3244429439567859,0.4693877551020408,0.5,0.5,0.5,0.7222222222222223,0.1
TRAIN_3823,0.112246345962821,0.0010797806708571,0.9695573803324654,0.0157711459773148,0.0013378625364437,0.6000000000000001,0.0133612570448584,0.0131319715454749,0.7220121539500337,0.7244897959183673,0.7272727272727337,0.2727272727272727,0.5,1.0,0.1
TRAIN_3643,0.0432808287214417,0.0073324243227638,0.7502503504906869,0.0309277030874819,0.0001989072126673,0.9380000000000002,0.0016716270952283,0.0038515700177405,0.0829169480081026,0.6632653061224489,0.2272727272727337,0.7727272727272727,0.0,0.476429376144205,0.1
TRAIN_4361,0.3984674329501915,0.0003289013097012,0.9945924294011615,0.0046033180882577,0.0013110128116305,0.768,0.0196586474374014,0.00375726982277,0.725793382849426,0.4919829842931936,0.5909090909090935,0.409090909090909,0.25,0.2222222222222222,0.1
TRAIN_0216,0.3067972186746133,0.0007959000862898,0.701381934708592,0.0042122170260093,0.0014301687357993,1.0,0.0111038756813364,0.0037505212248509,0.5583389601620525,0.673469387755102,0.0909090909090934,0.9090909090909092,0.5,0.4444444444444445,0.1
TRAIN_4067,0.5247623102029232,0.000433746654007,0.7915081113558983,0.0027833900675619,0.0014144513754967,0.6400000000000001,0.0168791384298578,0.0024517280308357,0.6231600270087778,0.4919829842931936,0.4090909090909065,0.5909090909090909,0.25,0.2222222222222222,0.1
TRAIN_1199,0.2681992337164751,0.0032844929521871,0.4939564128475725,0.0033918350678674,0.0006454410165187,0.5780000000000001,0.00480290324182,0.0013636464628342,0.1772451046590141,0.4919829842931936,0.0909090909090934,0.9090909090909092,0.75,0.476429376144205,0.1
TRAIN_3997,0.1793671065701717,0.0005573120474147,0.4939564128475725,0.0050581990368924,0.0026832662823536,0.532,0.0199914570685678,0.0084469962499051,0.7380823767724509,0.4919829842931936,0.5909090909090935,0.409090909090909,1.0,0.476429376144205,0.1
TRAIN_2981,0.1606357315169575,0.0016971492255357,0.4939564128475725,0.0056423888136961,0.0011574734424515,0.0699999999999999,0.0086192422541512,0.004066051994491,0.3181634031060094,0.4919829842931936,0.9545454545454533,0.0454545454545454,1.0,0.476429376144205,0.1
