ID,설립연도,투자단계,직원 수,고객수(백만명),총 투자금(억원),연매출(억원),SNS 팔로워 수(백만명),기업가치(백억원),성공확률,국가_CT001,국가_CT002,국가_CT003,국가_CT004,국가_CT005,국가_CT006,국가_CT007,국가_CT008,국가_CT009,국가_CT010,분야_AI,분야_Unknown,분야_게임,분야_기술,분야_물류,분야_에너지,분야_에듀테크,분야_이커머스,분야_푸드테크,분야_핀테크,분야_헬스케어,인수여부_No,인수여부_Yes,상장여부_No,상장여부_Yes,기업나이,직원당매출,고객당매출,투자수익비,SNS팔로워등급,가치대비매출,총투자금당직원수
TRAIN_0625,1.0,0.75,0.7834968956539154,0.673469387755102,0.3448275862068965,0.8357191087103307,0.45,0.47642937614420505,0.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.0,0.0019161994639475513,0.01662174904131167,0.0049960343763949125,0.5,0.0004562555619242211,0.004188317694624909
TRAIN_3800,0.8181818181818272,0.75,0.4939564128475725,0.49198298429319365,0.0018447566340286648,0.8309925725860904,0.052000000000000005,0.47642937614420505,0.1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.1818181818181818,0.0030208592953308772,0.022507644170133536,0.48547664765943105,0.0,0.0004606012132879501,0.2584096214411216
TRAIN_3804,0.09090909090909349,0.5,0.685559783697176,0.39795918367346933,0.8265928764013055,0.3866306549628629,0.8,1.0,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.9090909090909091,0.0010133724337131995,0.01289053567397786,0.0009662109675660679,1.0,0.002281536425131476,0.001530467374224155
TRAIN_3119,0.36363636363637397,0.0,0.8303625075105147,0.49198298429319365,0.4837519511849014,0.5413909520594192,0.8400000000000001,0.0,0.1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.6363636363636364,0.001171387328907819,0.0146646743455584,0.002310280711526385,1.0,0.00026095235940943104,0.0031671731253289518
TRAIN_1850,0.45454545454545325,1.0,0.7212096935709994,0.8775510204081631,0.41123882503192843,0.5604321404456447,0.968,0.47642937614420505,0.1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.5454545454545454,0.0013960749538473182,0.008578918594770146,0.002811848868799243,1.0,0.0008313731899553727,0.0032345846023120054
TRAIN_0700,0.5909090909090935,0.0,0.12136991788503905,0.510204081632653,0.6297715339860933,0.02991222147197839,0.8,0.4444444444444445,0.1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,0.40909090909090906,0.0004499874038400714,0.0007837131834228754,9.843355891744448e-05,1.0,0.019791873925037576,0.00035414965626391756
TRAIN_1579,0.9090909090909065,0.75,0.19827758862407371,0.173469387755102,0.4684262806868171,0.08717083051991896,0.2,0.7222222222222223,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.09090909090909091,0.0007924797611391897,0.006495424622535253,0.0003851848927991606,0.0,0.008903840795403229,0.0007803275444457069
TRAIN_3745,0.9090909090909065,0.5,0.8081313839375125,0.6020408163265305,0.1708528451823471,0.06866981769074948,0.6000000000000001,0.4444444444444445,0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.09090909090909091,0.00015290204960299162,0.0015242269691466308,0.0008314105318062014,0.5,0.008579410961524219,0.00868031968103485
TRAIN_0513,1.0,0.5,0.712998197476467,0.7551020408163265,0.40953597275436354,0.5054017555705603,0.2,0.4444444444444445,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.0,0.0012735357541996297,0.008976673713779047,0.0025464286846029675,0.0,0.0009113946832726137,0.0032110142386230552
TRAIN_0658,0.7272727272727337,0.75,0.6274784698578009,0.8061224489795917,0.6961827728111253,0.3085077650236327,0.2,0.22222222222222227,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.2727272727272727,0.0008836098342145699,0.005134132415880937,0.0009154098430522793,0.0,0.0011888107481705132,0.0016632030625852005
TRAIN_0694,0.6363636363636402,0.0,0.890646905667935,0.4693877551020408,0.8762594011636157,0.2791357191087103,0.2,0.22222222222222227,0.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.36363636363636365,0.0005631189730077324,0.007919486947701754,0.0006579102815131256,0.0,0.001345910981963336,0.001876278198342797
TRAIN_1319,0.22727272727273373,0.5,0.4939564128475725,0.49198298429319365,0.34198949907762166,0.7206617150573935,0.876,0.47642937614420505,0.1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.7727272727272727,0.002619967592420427,0.019519671987024242,0.004344153758705565,1.0,0.0005782183547194907,0.0026625867894876963
TRAIN_2336,0.0,0.0,0.7796915681954736,0.510204081632653,0.1126720590322123,0.38035111411208644,0.4,0.7222222222222223,0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0.9999999999999999,0.0008765349526570614,0.009941979710067201,0.006897931870467314,0.5,0.0018179138625120576,0.012637744237718707
TRAIN_2357,0.09090909090909349,0.5,0.4410174243941518,0.7551020408163265,0.7684120902511707,0.33565158676569884,0.2,0.4444444444444445,0.1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.9090909090909091,0.0013674376015357327,0.00596005718340737,0.0009023168411956647,0.0,0.00152685885447594,0.0010583096180797524
TRAIN_3260,0.681818181818187,1.0,0.33987582615661927,0.9081632653061223,0.44132254860224207,0.7178933153274814,1.0,0.22222222222222227,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.31818181818181823,0.0037903101685707943,0.010624173513381399,0.003356673365344935,1.0,0.00033590788072018106,0.001420348159730268
TRAIN_0874,0.22727272727273373,0.75,0.6180652914079712,0.49198298429319365,0.4071235986944799,0.6031735313977041,0.8380000000000001,0.0,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.7727272727272727,0.0017531017724333113,0.016337865623125725,0.0030566448269282367,1.0,0.00020270032347399276,0.002799897082079142
TRAIN_1135,0.8181818181818272,0.25,0.9054676547166032,0.9795918367346937,0.22889172697601817,0.2512491559756921,1.0,0.0,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,0.1818181818181818,0.0004985595660086112,0.0034442184433173574,0.002260983936134838,1.0,0.0009164599474166745,0.00727617271851006
TRAIN_2734,0.5,0.25,0.39895854195874225,0.7448979591836734,0.7831701433234001,0.1926401080351114,0.81,0.47642937614420505,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.5,0.0008683334653573443,0.0034650683872673818,0.0005080328495771476,1.0,0.00299855708185684,0.000939067482735687
TRAIN_2766,0.45454545454545325,1.0,0.41718405768075306,0.9693877551020408,0.8422023556123173,0.7407832545577312,0.4,0.4444444444444445,0.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.5454545454545454,0.0031877686698571703,0.010276757143131131,0.001817222076982235,0.5,0.000524195182345777,0.0009130452134903132
TRAIN_0279,0.5909090909090935,0.25,0.4978970558782295,0.4081632653061224,0.0476798637718178,0.6712356515867656,0.6000000000000001,0.0,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.40909090909090906,0.0024210881045740595,0.021827540908737453,0.028175668187689313,0.5,0.000150926279527547,0.018707274542896463
TRAIN_0637,0.45454545454545325,0.75,0.8618065291407971,0.12244897959183672,0.19015183766141622,0.6707629979743416,0.2,0.4444444444444445,0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.5454545454545454,0.0013983067139091106,0.06883355631472755,0.007245505864336799,0.0,0.0006110162692503772,0.008324855977323537
TRAIN_0004,0.863636363636374,0.0,0.3933506909673543,0.9489795918367346,0.11593585923087839,0.6615800135043889,0.2,0.0,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.13636363636363638,0.003019311855708057,0.009372802812826483,0.011656378586328979,0.0,0.0001576235668460668,0.00620417085159093
TRAIN_0090,0.5909090909090935,0.0,0.826957740837172,0.9795918367346937,0.5339860933730666,0.3555705604321404,0.0,0.7222222222222223,0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.40909090909090906,0.0007725813112294818,0.004877636417945289,0.001375183793968065,0.0,0.001965772923817937,0.002857951601940902
TRAIN_2022,0.0,0.0,0.5645904265972361,0.020408163265306124,0.11735490279551583,0.09790681971640783,0.4,0.0,0.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.9999999999999999,0.00031236672717846166,0.043838153450011484,0.0017144998070531268,0.5,0.0028192798117012306,0.008794147677908494
TRAIN_1715,0.7272727272727337,0.5,0.03364710594832766,0.5714285714285714,0.40896835532850856,0.28062120189061446,0.442,0.47642937614420505,0.1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,0.2727272727272727,0.01460632200924908,0.0065614732370591206,0.0014166375365583476,0.5,0.0019646997101636157,0.00015149058724445505
TRAIN_3487,0.863636363636374,0.5,0.6272781894652513,0.2551020408163265,0.4962395345537108,0.6694125590817015,0.8,1.0,0.1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.13636363636363638,0.001916981521190576,0.03433796201777035,0.002784625894272502,1.0,0.0011887353236417239,0.0023322177784461553
TRAIN_3366,0.5909090909090935,0.0,0.7931103544962947,0.346938775510204,0.2332907620263942,0.30796758946657665,0.6000000000000001,0.7222222222222223,0.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.40909090909090906,0.0006977683135208878,0.011739248552026004,0.0027183669211486893,0.5,0.002316390547791098,0.006254291247252728
TRAIN_3523,0.5454545454545467,0.5,0.4939564128475725,0.49198298429319365,0.7367674187597559,0.2292370020256583,0.776,0.47642937614420505,0.1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4545454545454545,0.0008343557112807339,0.006210943989062516,0.0006427121620330796,1.0,0.0024724537208546038,0.0012366429566075343
TRAIN_1317,0.681818181818187,0.0,0.697176046465051,0.49198298429319365,0.8444728253157372,0.1339635381498987,0.722,0.22222222222222227,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.31818181818181823,0.000345636111267504,0.0036307550353494086,0.0003274820165906519,1.0,0.0031279852081865667,0.0015234538607274888
TRAIN_0606,0.7727272727272805,0.75,0.767875025035049,0.336734693877551,0.4563644103873989,0.3672518568534774,0.4,0.0,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.22727272727272727,0.0008593896028563623,0.014409060964826371,0.001661407127642508,0.5,0.0005303820917712066,0.0031041553449444132
TRAIN_1730,0.0,0.75,0.05687963148407771,0.2755102040816326,0.23158790974882928,0.47690749493585416,0.2,1.0,0.1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.9999999999999999,0.014841868767581121,0.022720509246779534,0.004237635986824044,0.0,0.0017920803932065484,0.0004547606307759086
TRAIN_0139,0.18181818181818699,0.25,0.8201482074904867,0.22448979591836732,0.5693202781325386,0.21620526671168128,0.55,0.47642937614420505,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.8181818181818182,0.0004737683943916625,0.012556577724321298,0.0007846031808804817,0.5,0.002639450406795828,0.002658721904242422
TRAIN_3859,0.681818181818187,0.0,0.9737632685760064,0.8673469387755102,0.9334468568185044,0.07589466576637406,0.8,0.22222222222222227,0.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.31818181818181823,0.00013999080441119493,0.001169585747611774,0.0001675324437152064,1.0,0.0057295625821025915,0.001925868085523463
TRAIN_4348,0.22727272727273373,0.5,0.5519727618666133,0.8571428571428571,0.22520221370796084,0.788183659689399,0.6000000000000001,0.0,0.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.7727272727272727,0.0025645311219415173,0.012352421343091505,0.007197410612648921,0.5,8.282565859760887e-05,0.004509047986571281
TRAIN_4315,0.4090909090909065,0.25,0.45984378129381137,0.9693877551020408,0.8149567191712785,0.48494260634706277,0.8,0.0,0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.5909090909090909,0.0018941213869091455,0.006724785672871372,0.0012292699063515015,1.0,0.0003271292265567541,0.0010404182233927728
TRAIN_3768,0.6363636363636402,1.0,0.8796314840777087,0.346938775510204,0.37987796225344117,0.5521944632005401,0.246,0.47642937614420505,0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,0.36363636363636365,0.0011278290076819236,0.021039540054203262,0.002998435035591288,0.5,0.0008483532391436841,0.004269792925268471
TRAIN_0334,0.681818181818187,0.25,0.8870418586020429,0.2346938775510204,0.6744714062721725,0.3573936529372046,0.458,0.47642937614420505,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.31818181818181823,0.000723897777583263,0.019873360980832148,0.0010945729433551612,0.5,0.0014774900218596676,0.002427759637994633
TRAIN_1527,0.681818181818187,0.5,0.8459843781293811,0.2755102040816326,0.26479352916134524,0.5349088453747467,0.4,0.22222222222222227,0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.31818181818181823,0.001135990144235922,0.025481412758104616,0.0041599798027891904,0.5,0.0005560227558894207,0.00588188250441943
TRAIN_2649,0.681818181818187,0.5,0.05868215501702383,0.49198298429319365,0.17610330637150562,0.6963538149898716,0.8460000000000001,0.4444444444444445,0.1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.31818181818181823,0.02100617227205743,0.01886136722207972,0.008116162635750355,1.0,0.0005772629415947163,0.0006169371394396429
TRAIN_1330,0.9090909090909065,1.0,0.8752253154416182,0.673469387755102,0.7657159074783596,0.5099257258609047,0.2,0.4444444444444445,0.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.09090909090909091,0.0010467517682385406,0.010140799926929817,0.001375699010611673,0.0,0.0009005890139703564,0.002110016302709223
TRAIN_0634,0.681818181818187,1.0,0.6294812737832965,0.520408163265306,0.834113807293884,0.02079675894665766,0.0,0.4444444444444445,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.31818181818181823,6.010347578831651e-05,0.0005346333097546918,5.1223776118628594e-05,0.0,0.028271726345423347,0.0013923817882962267
TRAIN_4092,1.0,0.25,0.9911876627278189,0.49198298429319365,0.6914999290478218,0.6210668467251856,0.44800000000000006,0.4444444444444445,0.1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,0.0011256887692395366,0.016822451075098773,0.0018552023002017606,0.5,0.0006844990579826251,0.002646273925545523
TRAIN_0819,0.863636363636374,0.25,0.6639295013018225,0.49198298429319365,0.5002128565346956,0.0200540175557056,0.548,0.47642937614420505,0.1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.13636363636363638,5.490148662445399e-05,0.0005458657618455025,8.376848112715151e-05,0.5,0.03035416014487935,0.002448969162461518
TRAIN_2808,0.4090909090909065,1.0,0.7117965151211696,0.49198298429319365,0.7161912870725131,0.03916272788656313,0.666,0.7222222222222223,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.5909090909090909,9.932476730389223e-05,0.0010633664520657783,0.0001129872700068646,1.0,0.019968006995831376,0.001834257167444144
TRAIN_1301,0.9090909090909065,0.25,0.06068495894251953,0.49198298429319365,0.8527032779906343,0.8371370695476029,0.136,0.4444444444444445,0.1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.09090909090909091,0.024428602585658904,0.022674048985716733,0.0020283613769489796,0.0,0.0004284433466940647,0.00012894487857383782
TRAIN_4350,0.13636363636364024,0.5,0.10154215902263168,0.9183673469387754,0.1081311196253725,0.4230925050641458,0.8,0.7222222222222223,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.8636363636363636,0.007433044023891404,0.006189454220565772,0.007988958054569286,1.0,0.0016035094766729447,0.0017244637424873662
TRAIN_3764,0.5454545454545467,1.0,0.04306028439815742,0.49198298429319365,0.02965801050092238,0.5837272113436867,0.9480000000000001,0.0,0.1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.4545454545454545,0.02385731937737422,0.015811221811170107,0.0385908360031551,1.0,0.00021970743776297358,0.002597521055081528
TRAIN_0572,0.22727272727273373,0.5,0.6447025836170639,0.18367346938775508,0.23272314460053925,0.4463200540175557,0.2,0.0,0.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.7727272727272727,0.001243840988308711,0.031346281622612965,0.00394694230828265,0.0,0.0003820355449015781,0.00509688622253404
TRAIN_2684,0.5,0.0,0.2597636691367915,0.5918367346938775,0.5207889882219384,0.15584064821066845,1.0,0.0,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.5,0.0010788625388704791,0.0035195886627500997,0.0006184792393519869,1.0,0.001662534267661102,0.0009196086937418265
TRAIN_2879,0.18181818181818699,0.75,0.6324854796715401,0.2857142857142857,0.2679154250035476,0.6917623227548952,0.6000000000000001,0.7222222222222223,0.1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.8181818181818182,0.001964661551499562,0.03181095390586165,0.005316350857208259,0.5,0.0008617766756423885,0.004347057362391736
TRAIN_2363,0.681818181818187,1.0,0.8582014820749049,0.846938775510204,0.7052646516248049,0.7172856178257933,1.0,0.22222222222222227,0.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.31818181818181823,0.001501559467614433,0.011374770719448282,0.0021008398198499425,1.0,0.00033645323322631246,0.0022462471075966398
TRAIN_0793,0.5454545454545467,0.0,0.7820949329060685,0.3571428571428571,0.3842769973038172,0.19864956110735987,0.8,0.7222222222222223,0.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.4545454545454545,0.00045654653827420397,0.007365371712638461,0.0010676793581574967,1.0,0.0037550247101461793,0.0037530310070736975
TRAIN_2306,0.0,0.75,0.34348087322251153,0.4081632653061224,0.4284092521640414,0.514247130317353,0.0,0.7222222222222223,0.1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.9999999999999999,0.0026874460113291802,0.016724192756113504,0.002477172018903036,0.0,0.0012651198935656803,0.0014786592422511991
TRAIN_3414,0.09090909090909349,0.0,0.5207290206288804,0.6428571428571428,0.2172555697459912,0.7812288993923024,0.8,0.4444444444444445,0.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.9090909090909091,0.0026942256464179254,0.01626701781744094,0.007392942619216431,1.0,0.0004811288211264059,0.004408575032876627
TRAIN_4126,0.18181818181818699,1.0,0.12517524534348087,0.6428571428571428,0.07151979565772669,0.374881836596894,0.8,0.4444444444444445,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,0.8181818181818182,0.005353369205854099,0.0078047199916201826,0.010621313500955614,1.0,0.001335206559379659,0.0031868897579976786
TRAIN_3673,0.7727272727272805,0.5,0.17324253955537755,0.2755102040816326,0.4139350078047396,0.663470627954085,0.808,0.47642937614420505,0.1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.22727272727272727,0.006854809322467417,0.03160104056434788,0.0033068925205279754,1.0,0.0006545615996076701,0.0007716948486561672
TRAIN_0888,0.8181818181818272,0.5,0.04145804125776087,0.49198298429319365,0.5423584504044274,0.015192437542201216,0.564,0.0,0.1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.1818181818181818,0.0006762940075085606,0.00041420480885659823,5.8599127729888e-05,0.5,0.018986162052620863,0.00013976851658119104
